title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score
NCIS,SHOW,2003,TV-14,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['US'],19.0,tt0364845,7.8
Community,SHOW,2009,TV-PG,23,['comedy'],['US'],6.0,tt1439629,8.5
Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,tt1094229,8.4
Supernatural,SHOW,2005,TV-14,45,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],15.0,tt0460681,8.5
Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],,tt0800039,7.1
War of the Worlds,MOVIE,2005,PG-13,117,"['thriller', 'action', 'scifi']",['US'],,tt0407304,6.5
Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],5.0,tt0367279,8.7
The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,tt0487831,8.5
30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",['US'],7.0,tt0496424,8.3
Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],3.0,tt0417299,9.3
Inception,MOVIE,2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']","['GB', 'US']",,tt1375666,8.8
The Other Guys,MOVIE,2010,,107,"['crime', 'action', 'comedy']",['US'],,tt1386588,6.6
How to Train Your Dragon,MOVIE,2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",['US'],,tt0892769,8.1
Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,tt0758745,8.7
Casino Royale,MOVIE,2006,,139,"['thriller', 'action', 'european']","['GB', 'US', 'BS', 'CZ', 'DE']",,tt0381061,8.0
Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",['US'],,tt0465538,7.2
My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']","['CA', 'US']",9.0,tt1751105,7.6
The Fairly OddParents,SHOW,2001,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']","['US', 'CA']",10.0,tt0235918,7.2
Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",['US'],,tt0322802,6.6
Sonic X,SHOW,2003,TV-Y7,21,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",['JP'],3.0,tt0367413,6.1
DEATH NOTE,SHOW,2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",['JP'],1.0,tt0877057,9.0
Zoolander,MOVIE,2001,PG-13,90,"['comedy', 'european']","['US', 'DE']",,tt0196229,6.5
The Vampire Diaries,SHOW,2009,TV-14,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],8.0,tt1405406,7.7
Charlie and the Chocolate Factory,MOVIE,2005,PG,106,"['fantasy', 'comedy', 'family']","['GB', 'US', 'AU']",,tt0367594,6.6
Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],,tt0896798,6.1
Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],['US'],,tt0366551,7.0
The Social Network,MOVIE,2010,PG-13,121,['drama'],['US'],,tt1285016,7.8
Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],,tt0257044,7.7
Naruto,SHOW,2002,TV-PG,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],6.0,tt0409591,8.4
Blow,MOVIE,2001,R,124,"['drama', 'crime']",['US'],,tt0221027,7.5
Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",['US'],,tt0822854,7.2
Big Fish,MOVIE,2003,PG-13,125,"['drama', 'fantasy', 'romance']",['US'],,tt0319061,8.0
The Bourne Ultimatum,MOVIE,2007,PG-13,115,"['thriller', 'action']","['DE', 'ES', 'US', 'FR']",,tt0440963,8.0
Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],,tt1152836,7.0
America's Next Top Model,SHOW,2003,TV-14,44,['reality'],['US'],24.0,tt0391576,5.6
Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'action', 'thriller']","['GB', 'US', 'AU', 'DE']",,tt0988045,7.6
Love Actually,MOVIE,2003,R,139,"['drama', 'comedy', 'romance']","['GB', 'US']",,tt0314331,7.6
Closer,MOVIE,2004,R,94,"['drama', 'romance']","['GB', 'US']",,tt0376541,7.2
Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],3.0,tt0353049,8.8
Something's Gotta Give,MOVIE,2003,PG-13,128,"['romance', 'drama', 'comedy']",['US'],,tt0337741,6.7
Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],,tt1375670,5.9
The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",['US'],,tt0878804,7.6
Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6
The Ring,MOVIE,2002,PG-13,111,"['horror', 'european']","['JP', 'US']",,tt0298130,7.1
Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,tt0290988,8.6
Into the Wild,MOVIE,2007,R,140,['drama'],['US'],,tt0758758,8.1
True Grit,MOVIE,2010,PG-13,110,"['western', 'drama']",['US'],,tt1403865,7.6
Blade Runner: The Final Cut,MOVIE,2007,R,117,"['action', 'thriller', 'scifi']",['US'],,,
Rambo,MOVIE,2008,R,92,"['thriller', 'action', 'war', 'european']","['US', 'DE']",,tt0462499,7.0
Stardust,MOVIE,2007,PG-13,122,"['fantasy', 'romance', 'family']","['US', 'IS', 'GB']",,tt0486655,7.6
Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",['DK'],4.0,tt1526318,8.5
The Last Samurai,MOVIE,2003,R,154,"['drama', 'history', 'war', 'action']","['NZ', 'JP', 'US']",,tt0325710,7.8
iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],6.0,tt0972534,6.7
Victorious,SHOW,2010,TV-G,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],4.0,tt1604099,6.9
The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",['US'],,tt1037705,6.8
Identity,MOVIE,2003,R,90,['thriller'],['US'],,tt0340770,7.3
Merlin,SHOW,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,tt1199099,7.9
Apocalypse Now Redux,MOVIE,2001,R,196,"['drama', 'war', 'thriller', 'horror']",['US'],,,
Shrek Forever After,MOVIE,2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],,tt0892791,6.3
Hairspray,MOVIE,2007,PG,117,"['comedy', 'drama', 'romance']","['US', 'GB']",,tt0427327,6.7
Corpse Bride,MOVIE,2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",['US'],,tt0121164,7.3
Let Me In,MOVIE,2010,R,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']","['GB', 'US']",,tt1228987,7.1
Monster,MOVIE,2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],,tt0340855,7.3
Without a Paddle,MOVIE,2004,PG-13,95,"['thriller', 'comedy']",['US'],,tt0364751,5.8
Once Upon a Time in Mexico,MOVIE,2003,R,102,"['drama', 'action', 'crime', 'thriller']",['US'],,tt0285823,6.3
Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",['US'],,tt0844471,6.9
Offspring,SHOW,2010,,44,"['drama', 'comedy']",['AU'],7.0,tt1530541,8.3
Blade II,MOVIE,2002,R,117,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",['US'],,tt0187738,6.7
Chloe,MOVIE,2009,R,99,"['thriller', 'drama', 'romance', 'european']","['US', 'CA', 'FR']",,tt1352824,6.3
Blood Diamond,MOVIE,2006,R,143,"['thriller', 'drama']","['US', 'DE']",,tt0450259,8.0
The Lake House,MOVIE,2006,PG,105,"['drama', 'fantasy', 'romance', 'documentation']",['US'],,tt0410297,6.8
Terminator 3: Rise of the Machines,MOVIE,2003,R,109,"['thriller', 'scifi', 'action', 'european']","['GB', 'US', 'DE']",,tt0181852,6.3
Beerfest,MOVIE,2006,R,110,['comedy'],['US'],,tt0486551,6.2
Heist,MOVIE,2001,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],,tt0252503,6.5
Catch and Release,MOVIE,2006,PG-13,111,"['romance', 'comedy', 'drama']",['US'],,tt0395495,5.9
Just Like Heaven,MOVIE,2005,PG-13,95,"['drama', 'romance', 'fantasy', 'comedy']",['US'],,tt0425123,6.7
Gurren Lagann,SHOW,2007,TV-14,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],1.0,tt0948103,8.3
Four Brothers,MOVIE,2005,R,109,"['crime', 'action', 'drama', 'thriller']",['US'],,tt0430105,6.8
John Q,MOVIE,2002,PG-13,116,"['drama', 'thriller', 'crime']",['US'],,tt0251160,7.0
Not Another Teen Movie,MOVIE,2001,R,89,['comedy'],['US'],,tt0277371,5.7
21,MOVIE,2008,PG-13,123,"['drama', 'crime', 'history', 'thriller']",['US'],,tt0478087,6.8
Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,"['scifi', 'animation', 'action', 'drama', 'thriller', 'war']",['JP'],3.0,tt0994314,8.7
Terminator Salvation,MOVIE,2009,PG-13,110,"['thriller', 'scifi', 'fantasy', 'war', 'action']","['US', 'DE', 'IT', 'GB']",,tt0438488,6.5
Deck the Halls,MOVIE,2006,PG,93,"['comedy', 'family']",['US'],,tt0790604,5.0
The Girl Next Door,MOVIE,2007,R,91,"['thriller', 'drama', 'crime', 'horror']",['US'],,tt0830558,6.5
The Cat in the Hat,MOVIE,2003,PG,81,"['fantasy', 'comedy', 'family']",['US'],,tt0312528,4.0
Jackass 2.5,MOVIE,2007,,64,"['documentation', 'comedy']",['US'],,,
Final Destination 3,MOVIE,2006,R,93,"['horror', 'thriller', 'action', 'crime', 'fantasy', 'european']","['CA', 'DE', 'US']",,tt0414982,5.8
Thir13en Ghosts,MOVIE,2001,R,91,"['thriller', 'horror', 'fantasy']","['CA', 'US']",,tt0245674,5.6
The One,MOVIE,2001,PG-13,87,"['scifi', 'thriller', 'action']",['US'],,tt0267804,5.9
Happy Feet,MOVIE,2006,PG,108,"['comedy', 'fantasy', 'animation', 'family', 'music', 'romance']",['AU'],,tt0366548,6.4
Ip Man,MOVIE,2008,R,108,"['drama', 'fantasy', 'action', 'history']","['HK', 'CN']",,tt1220719,8.0
Coach Carter,MOVIE,2005,PG-13,130,"['drama', 'sport', 'european']","['US', 'DE']",,tt0393162,7.3
Blade: Trinity,MOVIE,2004,R,106,"['action', 'thriller', 'fantasy', 'horror', 'scifi']",['US'],,tt0359013,5.8
Monster-in-Law,MOVIE,2005,PG-13,101,"['romance', 'comedy']","['US', 'DE']",,tt0369735,5.5
Halloween,MOVIE,2007,R,109,['horror'],['US'],,tt0373883,6.0
How Do You Know,MOVIE,2010,PG-13,121,"['drama', 'comedy', 'romance']",['US'],,tt1341188,5.4
The Sweetest Thing,MOVIE,2002,R,84,"['comedy', 'romance']",['US'],,tt0253867,5.1
The Final Destination,MOVIE,2009,R,82,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",['US'],,tt1144884,5.1
The Other Boleyn Girl,MOVIE,2008,PG-13,115,"['romance', 'drama', 'history']","['GB', 'US']",,tt0467200,6.7
Friday the 13th,MOVIE,2009,R,97,"['horror', 'thriller']",['US'],,tt0758746,5.5
The Bucket List,MOVIE,2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],,tt0825232,7.4
Freddy vs. Jason,MOVIE,2003,R,97,"['horror', 'action']","['IT', 'US']",,tt0329101,5.7
Transformers: Prime,SHOW,2010,TV-Y7,22,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",['US'],4.0,tt1659175,7.9
Memoirs of a Geisha,MOVIE,2005,PG-13,145,"['drama', 'romance', 'european']","['FR', 'JP', 'US']",,tt0397535,7.3
A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt1179056,5.2
Body of Lies,MOVIE,2008,R,128,"['drama', 'action', 'thriller']","['GB', 'US']",,tt0758774,7.1
A Cinderella Story,MOVIE,2004,PG,95,"['romance', 'comedy', 'family']","['CA', 'US']",,tt0356470,5.9
The Mole,SHOW,2001,TV-14,52,['reality'],"['US', 'BE']",5.0,tt0294149,7.6
Osmosis Jones,MOVIE,2001,PG,95,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],,tt0181739,6.3
Scary Movie 4,MOVIE,2006,PG-13,83,"['comedy', 'horror']",['US'],,tt0362120,5.1
The Texas Chainsaw Massacre,MOVIE,2003,R,98,"['horror', 'crime']",['US'],,tt0324216,6.2
Fun with Dick and Jane,MOVIE,2005,PG-13,90,"['comedy', 'crime']",['US'],,tt0369441,6.1
TMNT,MOVIE,2007,PG,87,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']","['US', 'HK']",,tt0453556,6.2
Due Date,MOVIE,2010,R,95,"['drama', 'comedy']",['US'],,tt1231583,6.5
Cop Out,MOVIE,2010,R,107,"['comedy', 'thriller', 'action', 'crime']",['US'],,tt1385867,5.5
The 4400,SHOW,2004,TV-14,44,"['scifi', 'thriller', 'drama']",['US'],4.0,tt0389564,7.3
Still Game,SHOW,2002,TV-14,29,"['comedy', 'european']",['GB'],9.0,tt0281491,8.9
3 Idiots,MOVIE,2009,PG-13,170,"['comedy', 'drama']",['IN'],,tt1187043,8.4
Midnight Diner,SHOW,2009,TV-MA,27,"['drama', 'comedy']",['JP'],5.0,tt1882928,8.6
H2O: Just Add Water,SHOW,2006,TV-PG,25,"['drama', 'scifi', 'fantasy', 'family']",['AU'],3.0,tt0491603,7.2
Black Butler,SHOW,2008,TV-MA,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],3.0,tt1316554,8.3
Octonauts,SHOW,2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],6.0,tt1710177,7.6
New York Minute,MOVIE,2004,PG,87,"['comedy', 'crime', 'family', 'romance']",['US'],,tt0363282,4.8
Strawberry Shortcake,SHOW,2003,TV-Y,23,"['animation', 'family']",['US'],4.0,tt7996132,7.0
Total Drama Island,SHOW,2007,TV-PG,23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",['CA'],6.0,tt1173427,7.4
Dreamer: Inspired By a True Story,MOVIE,2005,PG,106,"['drama', 'family', 'sport', 'fantasy']",['US'],,tt0487897,6.8
Monster House,MOVIE,2006,PG,91,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt0385880,6.6
Starsky & Hutch,MOVIE,2004,PG-13,101,"['comedy', 'crime']",['US'],,tt0335438,6.1
Tears of the Sun,MOVIE,2003,R,121,"['drama', 'thriller', 'war', 'action']",['US'],,tt0314353,6.6
Boys Over Flowers,SHOW,2009,TV-14,64,"['comedy', 'drama', 'romance']",['KR'],1.0,tt1370334,7.9
Winx Club,SHOW,2004,TV-G,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],8.0,tt3233214,6.2
The Cave,MOVIE,2005,PG-13,97,"['horror', 'thriller', 'scifi', 'action', 'european']","['DE', 'US']",,tt0403424,5.1
Big Time Rush,SHOW,2009,TV-G,25,"['comedy', 'family']",['US'],4.0,tt1131746,6.3
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,"['horror', 'thriller', 'documentation']",['US'],,tt0420294,5.8
I Am Sam,MOVIE,2001,PG-13,132,['drama'],['US'],,tt0277027,7.6
The Spiderwick Chronicles,MOVIE,2008,PG,96,"['fantasy', 'thriller', 'action', 'drama', 'family']",['US'],,tt0416236,6.5
Rumor Has It...,MOVIE,2005,PG-13,97,"['comedy', 'drama', 'romance']",['US'],,tt0398375,5.5
Dead Set,SHOW,2008,TV-MA,141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],1.0,tt1285482,7.6
Toradora!,SHOW,2008,TV-14,30,"['animation', 'romance', 'comedy', 'drama']",['JP'],2.0,tt1279024,8.0
I Now Pronounce You Chuck & Larry,MOVIE,2007,PG-13,115,"['comedy', 'romance']",['US'],,tt0762107,5.9
Metallica: Some Kind of Monster,SHOW,2004,TV-MA,84,['western'],"['US', 'CA']",1.0,tt6954486,
World Trade Center,MOVIE,2006,PG-13,129,"['thriller', 'history', 'drama']",['US'],,tt0469641,6.0
Premonition,MOVIE,2007,PG-13,96,"['thriller', 'drama', 'fantasy']",['US'],,tt0477071,5.9
Shaun the Sheep,SHOW,2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",['GB'],6.0,tt0983983,8.0
Eagle Eye,MOVIE,2008,PG-13,118,"['thriller', 'action', 'european']","['US', 'DE']",,tt1059786,6.6
The Contractor,MOVIE,2007,R,105,"['thriller', 'european']","['BG', 'GB', 'US']",,,
Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"['drama', 'romance', 'sport']",['IN'],,tt0169102,8.1
The Men Who Stare at Goats,MOVIE,2009,R,94,"['comedy', 'war']","['GB', 'US']",,tt1234548,6.2
Scare Tactics,SHOW,2003,TV-14,22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",['US'],5.0,tt0339968,6.7
Friends with Money,MOVIE,2006,R,88,"['romance', 'comedy', 'drama']",['US'],,tt0436331,5.8
Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,PG,100,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']","['US', 'AU']",,tt1219342,6.9
Kath & Kim,SHOW,2002,,24,['comedy'],['AU'],4.0,tt0272397,8.3
Good Luck Chuck,MOVIE,2007,,101,"['comedy', 'romance']","['CA', 'US']",,tt0452625,5.6
Pocoyo,SHOW,2005,TV-G,11,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",4.0,tt0487849,3.9
Louis C.K.: Hilarious,MOVIE,2010,,84,['comedy'],['US'],,tt1421373,8.4
Death at a Funeral,MOVIE,2010,R,92,['comedy'],['US'],,tt1321509,5.6
Gifted Hands: The Ben Carson Story,MOVIE,2009,,86,['drama'],['US'],,tt1295085,7.6
The Game,SHOW,2006,TV-14,22,"['comedy', 'drama', 'sport', 'romance']",['US'],10.0,tt10020984,6.6
No Direction Home: Bob Dylan,MOVIE,2005,G,208,"['music', 'documentation']","['GB', 'US', 'JP']",,,
Angel Beats!,SHOW,2010,TV-14,26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",['JP'],1.0,tt1639109,7.7
Blood and Bone,MOVIE,2009,R,93,"['thriller', 'action', 'crime', 'drama', 'sport']",['US'],,tt0346631,6.7
Ip Man 2,MOVIE,2010,R,108,"['drama', 'history', 'sport', 'action']","['CN', 'HK']",,tt1386932,7.5
Masha and the Bear,SHOW,2009,TV-Y,6,"['comedy', 'family', 'action', 'animation']",['RU'],5.0,tt1884856,7.6
Like Stars on Earth,MOVIE,2007,PG,165,"['drama', 'family']",['IN'],,tt0986264,8.3
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"['comedy', 'documentation']",['US'],1.0,tt1422182,8.1
The Legend of Bruce Lee,SHOW,2008,,45,"['action', 'drama']",['CN'],1.0,tt1059455,7.0
Ouran High School Host Club,SHOW,2006,TV-14,23,"['comedy', 'drama', 'animation', 'romance']",['JP'],1.0,tt0816397,8.2
Felon,MOVIE,2008,R,103,"['crime', 'thriller', 'drama', 'action']",['US'],,tt1117385,7.4
The Ultimatum,SHOW,2009,TV-14,44,['drama'],['SG'],1.0,tt1682704,5.4
Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,35,"['action', 'drama', 'scifi', 'war', 'animation']",['JP'],2.0,tt1630623,7.8
Stuart Little 2,MOVIE,2002,G,78,"['comedy', 'fantasy', 'animation', 'family']",['US'],,tt0243585,5.5
Johnny Test,SHOW,2005,TV-Y7,18,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']","['CA', 'US']",6.0,tt15061770,5.1
Code Lyoko,SHOW,2003,TV-G,24,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",['FR'],5.0,tt0417311,7.3
Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,"['comedy', 'romance', 'drama']",['US'],,tt1314228,4.9
Iris,SHOW,2009,TV-14,61,"['action', 'comedy', 'reality', 'romance', 'thriller']",['KR'],2.0,tt1399791,7.8
DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1.0,tt6950338,6.5
Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,"['comedy', 'family', 'fantasy', 'animation', 'european']",['GB'],3.0,tt1436544,7.5
The Garfield Show,SHOW,2009,TV-G,17,"['animation', 'comedy', 'family', 'european']",['US'],5.0,tt1470837,5.3
Chaos,MOVIE,2005,R,106,"['action', 'crime', 'drama', 'thriller', 'european']","['GB', 'US', 'CA']",,tt0402910,6.4
Wakfu,SHOW,2008,TV-Y7,22,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",['FR'],3.0,tt1807824,8.1
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,46,"['comedy', 'documentation']",['US'],,tt0865482,7.6
Initial D,MOVIE,2005,,107,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']","['HK', 'JP']",,tt0439630,6.3
Comedian,MOVIE,2002,R,82,"['comedy', 'documentation']",['US'],,tt0328962,6.9
Delta Farce,MOVIE,2007,PG-13,90,"['action', 'comedy']",['US'],,tt0800003,3.6
One Piece: Strong World,MOVIE,2009,PG-13,114,"['fantasy', 'animation', 'action']",['JP'],,tt1485763,7.5
Christmas with the Kranks,MOVIE,2004,PG,99,"['comedy', 'family']",['US'],,tt0388419,5.4
Dinosaur King,SHOW,2007,,21,"['action', 'scifi', 'family', 'western', 'animation']",['JP'],2.0,tt1524993,5.6
Love Happens,MOVIE,2009,PG-13,109,"['drama', 'romance']","['CA', 'GB', 'US']",,tt4809870,5.6
Vampire Knight,SHOW,2008,TV-14,25,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],2.0,tt1209393,7.3
Den-noh Coil,SHOW,2007,TV-Y7,25,"['scifi', 'animation', 'comedy', 'drama']",['JP'],1.0,tt1033796,7.9
Zig and Sharko,SHOW,2010,,9,"['comedy', 'fantasy', 'romance', 'action', 'animation', 'family', 'european']",['FR'],3.0,tt2046005,6.8
Even the Rain,MOVIE,2010,,104,"['drama', 'european', 'history']","['ES', 'FR', 'MX']",,tt1422032,7.4
Population 436,MOVIE,2006,R,88,"['horror', 'thriller']",['CA'],,,
Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,"['drama', 'romance']",['IN'],,tt0248126,7.4
Naruto Shippuden the Movie,MOVIE,2007,PG-13,94,"['fantasy', 'animation', 'action', 'family']",['JP'],,tt0988982,6.7
Open Season 2,MOVIE,2008,PG,76,['comedy'],['US'],,,
Trailer Park Boys: The Movie,MOVIE,2006,R,95,"['comedy', 'crime']",['CA'],,tt0425601,7.1
Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"['comedy', 'documentation']",['US'],,tt0806102,8.0
From Within,MOVIE,2008,R,89,"['thriller', 'horror', 'documentation', 'war', 'european']",['US'],,tt1063056,5.6
Jodhaa Akbar,MOVIE,2008,PG-13,213,"['romance', 'history', 'war', 'action', 'drama']",['IN'],,tt0449994,7.5
And Then Came Lola,MOVIE,2009,PG,71,"['comedy', 'drama', 'romance']",['US'],,tt1123894,3.9
One on One,SHOW,2001,TV-14,20,['comedy'],['US'],5.0,tt0284770,7.0
Om Shanti Om,MOVIE,2007,PG,162,"['comedy', 'drama', 'fantasy', 'romance', 'thriller', 'action']",['IN'],,tt1024943,6.7
Jab We Met,MOVIE,2007,PG-13,138,"['comedy', 'drama', 'romance']",['IN'],,tt1093370,7.9
The Cartel,SHOW,2008,TV-MA,44,"['action', 'crime', 'drama', 'thriller', 'comedy']",['CO'],2.0,tt1260520,8.1
Te quiero,MOVIE,2001,,85,"['drama', 'comedy', 'european']",['FR'],,tt0217085,4.8
Bon Cop Bad Cop,MOVIE,2006,PG-13,116,"['crime', 'scifi', 'drama', 'thriller', 'action', 'comedy']",['CA'],,tt0479647,6.5
Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,82,"['comedy', 'action', 'animation', 'fantasy']",['JP'],,tt0476680,6.6
The Mafia Dolls,SHOW,2009,TV-14,43,"['drama', 'action']",['CO'],2.0,tt1585368,6.6
Horrid Henry,SHOW,2006,,12,"['comedy', 'family', 'fantasy', 'music', 'animation', 'european']",['GB'],5.0,tt0985991,6.3
I Will Follow,MOVIE,2010,PG-13,76,['drama'],['US'],,tt1624426,5.9
Alpha and Omega,MOVIE,2010,PG,88,"['animation', 'romance', 'comedy', 'family']","['IN', 'CA', 'US']",,tt1213012,5.1
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,90,"['drama', 'comedy', 'animation', 'action']",['JP'],,tt1037116,6.9
Bo on the Go!,SHOW,2007,,22,['animation'],['CA'],4.0,tt1516172,4.1
Waist Deep,MOVIE,2006,R,97,"['thriller', 'drama', 'crime', 'action']",['US'],,tt0456020,5.8
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,"['action', 'animation']",['JP'],,tt1071815,6.4
First Sunday,MOVIE,2008,PG-13,96,"['comedy', 'crime', 'drama']",['US'],,tt0486578,4.5
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,"['documentation', 'history', 'war', 'european']",['FR'],1.0,tt6953928,7.6
This Is the Life,MOVIE,2008,,97,"['documentation', 'music']",['US'],,tt1178658,6.3
My Suicide,MOVIE,2009,R,107,"['comedy', 'drama']",['US'],,tt0492896,7.0
Kyaa Kool Hai Hum,MOVIE,2005,,172,['comedy'],['IN'],,tt0456500,6.1
Kung Fu Panda Awesome Secrets,SHOW,2008,,0,"['action', 'comedy', 'family', 'animation']",['US'],1.0,tt6963796,7.2
Divine Intervention,MOVIE,2002,,92,"['drama', 'comedy', 'romance', 'war']","['PS', 'FR', 'MA', 'DE']",,tt0274428,6.6
Accident,MOVIE,2009,R,89,['thriller'],['HK'],,tt1202514,6.6
Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,,61,['comedy'],['US'],,,
Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,96,"['fantasy', 'comedy', 'drama', 'animation', 'action']",['JP'],,tt0791188,6.4
